,0
3579,"(245, 124)"
3580,"(246, 125)"
3581,"(246, 126)"
3582,"(246, 127)"
3583,"(246, 128)"
3584,"(246, 129)"
3585,"(246, 130)"
3586,"(246, 131)"
3587,"(246, 132)"
3588,"(246, 133)"
3589,"(246, 134)"
3590,"(246, 135)"
3591,"(246, 137)"
3592,"(246, 138)"
3593,"(245, 125)"
3594,"(244, 125)"
3595,"(241, 125)"
3596,"(240, 125)"
3597,"(239, 123)"
3598,"(239, 121)"
3599,"(239, 120)"
3600,"(239, 118)"
3601,"(239, 117)"
3602,"(239, 116)"
3603,"(239, 115)"
3604,"(239, 114)"
3605,"(239, 113)"
3606,"(240, 120)"
3607,"(241, 120)"
3608,"(242, 120)"
3609,"(243, 120)"
3610,"(244, 120)"
3611,"(245, 120)"
3612,"(246, 120)"
3613,"(248, 120)"
3614,"(249, 120)"
3615,"(238, 120)"
3616,"(237, 121)"
3617,"(245, 122)"
3618,"(246, 122)"
3619,"(248, 122)"
3620,"(249, 123)"
3621,"(249, 122)"
3622,"(249, 121)"
3623,"(249, 119)"
3624,"(249, 118)"
3625,"(248, 117)"
3626,"(246, 117)"
3627,"(245, 117)"
3628,"(244, 117)"
3629,"(243, 116)"
3630,"(243, 115)"
3631,"(243, 114)"
3632,"(241, 113)"
3633,"(240, 113)"
3634,"(239, 112)"
3635,"(239, 111)"
3636,"(240, 121)"
3637,"(240, 123)"
3638,"(240, 127)"
3639,"(240, 128)"
3640,"(240, 129)"
3641,"(240, 130)"
3642,"(241, 131)"
3643,"(242, 131)"
3644,"(244, 131)"
3645,"(245, 131)"
3646,"(248, 131)"
3647,"(249, 131)"
3648,"(250, 130)"
3649,"(250, 129)"
3650,"(250, 128)"
3651,"(250, 127)"
3652,"(252, 125)"
3653,"(252, 123)"
3654,"(252, 122)"
3655,"(252, 121)"
3656,"(252, 120)"
3657,"(252, 119)"
3658,"(252, 118)"
3659,"(252, 117)"
3660,"(251, 116)"
3661,"(250, 116)"
3662,"(249, 116)"
3663,"(248, 116)"
3664,"(246, 116)"
3665,"(245, 116)"
3666,"(244, 118)"
3667,"(244, 119)"
3668,"(244, 126)"
3669,"(244, 127)"
3670,"(244, 128)"
3671,"(244, 129)"
3672,"(244, 130)"
3673,"(242, 129)"
3674,"(241, 129)"
3675,"(239, 129)"
3676,"(238, 129)"
3677,"(237, 129)"
3678,"(234, 129)"
3679,"(233, 129)"
3680,"(231, 129)"
3681,"(230, 129)"
3682,"(229, 129)"
3683,"(228, 128)"
3684,"(228, 127)"
3685,"(228, 126)"
3686,"(228, 125)"
3687,"(228, 124)"
3688,"(228, 123)"
3689,"(229, 122)"
3690,"(230, 122)"
3691,"(231, 122)"
3692,"(232, 122)"
3693,"(233, 122)"
3694,"(234, 122)"
3695,"(236, 122)"
3696,"(242, 123)"
3697,"(242, 127)"
3698,"(242, 128)"
3699,"(242, 130)"
3700,"(242, 132)"
3701,"(244, 133)"
3702,"(245, 133)"
3703,"(248, 133)"
3704,"(249, 133)"
3705,"(250, 133)"
3706,"(251, 133)"
3707,"(252, 133)"
3708,"(246, 124)"
3709,"(248, 123)"
3710,"(250, 123)"
3711,"(251, 123)"
3712,"(253, 123)"
3713,"(254, 123)"
3714,"(255, 123)"
3715,"(256, 122)"
3716,"(256, 121)"
3717,"(256, 120)"
3718,"(256, 119)"
3719,"(256, 118)"
3720,"(256, 117)"
3721,"(256, 116)"
3722,"(256, 115)"
3723,"(244, 132)"
3724,"(244, 134)"
3725,"(244, 135)"
3726,"(243, 136)"
3727,"(242, 136)"
3728,"(241, 136)"
3729,"(240, 136)"
3730,"(239, 136)"
3731,"(238, 136)"
3732,"(237, 136)"
3733,"(235, 136)"
3734,"(234, 136)"
3735,"(233, 136)"
3736,"(232, 136)"
3737,"(231, 137)"
3738,"(231, 138)"
3739,"(231, 139)"
3740,"(231, 140)"
3741,"(231, 141)"
3742,"(231, 142)"
3743,"(231, 143)"
3744,"(231, 144)"
3745,"(231, 145)"
3746,"(231, 146)"
3747,"(231, 136)"
3748,"(231, 135)"
3749,"(231, 134)"
3750,"(232, 133)"
3751,"(235, 133)"
3752,"(237, 133)"
3753,"(231, 133)"
3754,"(230, 133)"
3755,"(229, 133)"
3756,"(228, 133)"
3757,"(227, 133)"
3758,"(226, 133)"
3759,"(225, 133)"
3760,"(224, 133)"
3761,"(223, 134)"
3762,"(223, 135)"
3763,"(223, 136)"
3764,"(223, 137)"
3765,"(223, 138)"
3766,"(223, 139)"
3767,"(223, 140)"
3768,"(223, 141)"
3769,"(223, 142)"
3770,"(223, 143)"
3771,"(223, 144)"
3772,"(223, 145)"
3773,"(223, 146)"
3774,"(223, 147)"
3775,"(224, 148)"
3776,"(225, 148)"
3777,"(226, 148)"
3778,"(227, 148)"
3779,"(228, 148)"
3780,"(229, 148)"
3781,"(230, 148)"
3782,"(231, 148)"
3783,"(232, 148)"
3784,"(233, 148)"
3785,"(234, 148)"
3786,"(235, 148)"
3787,"(236, 148)"
3788,"(237, 148)"
3789,"(223, 148)"
3790,"(222, 148)"
3791,"(221, 148)"
3792,"(220, 148)"
3793,"(219, 148)"
3794,"(218, 148)"
3795,"(217, 149)"
3796,"(217, 150)"
3797,"(217, 151)"
3798,"(217, 152)"
3799,"(217, 153)"
3800,"(217, 154)"
3801,"(217, 148)"
3802,"(217, 147)"
3803,"(217, 146)"
3804,"(217, 145)"
3805,"(217, 144)"
3806,"(217, 143)"
3807,"(217, 142)"
3808,"(217, 141)"
3809,"(217, 140)"
3810,"(218, 139)"
3811,"(219, 139)"
3812,"(220, 139)"
3813,"(221, 139)"
3814,"(222, 139)"
3815,"(224, 139)"
3816,"(225, 139)"
3817,"(226, 139)"
3818,"(227, 139)"
3819,"(228, 139)"
3820,"(229, 139)"
3821,"(230, 139)"
3822,"(232, 138)"
3823,"(232, 137)"
3824,"(232, 135)"
3825,"(232, 134)"
3826,"(231, 132)"
3827,"(230, 132)"
3828,"(229, 132)"
3829,"(228, 132)"
3830,"(230, 134)"
3831,"(230, 135)"
3832,"(230, 136)"
3833,"(230, 137)"
3834,"(230, 138)"
3835,"(230, 140)"
3836,"(230, 141)"
3837,"(230, 142)"
3838,"(230, 143)"
3839,"(230, 144)"
3840,"(229, 145)"
3841,"(228, 145)"
3842,"(227, 145)"
3843,"(226, 145)"
3844,"(225, 145)"
3845,"(224, 145)"
3846,"(222, 145)"
3847,"(221, 145)"
3848,"(220, 145)"
3849,"(219, 146)"
3850,"(219, 147)"
3851,"(219, 149)"
3852,"(219, 150)"
3853,"(219, 151)"
3854,"(219, 152)"
3855,"(219, 153)"
3856,"(219, 154)"
3857,"(219, 155)"
3858,"(219, 156)"
3859,"(219, 145)"
3860,"(219, 144)"
3861,"(219, 143)"
3862,"(219, 142)"
3863,"(218, 141)"
3864,"(216, 141)"
3865,"(215, 141)"
3866,"(214, 141)"
3867,"(213, 141)"
3868,"(212, 140)"
3869,"(212, 139)"
3870,"(213, 138)"
3871,"(214, 138)"
3872,"(215, 138)"
3873,"(216, 138)"
3874,"(217, 138)"
3875,"(218, 138)"
3876,"(219, 138)"
3877,"(220, 138)"
3878,"(221, 137)"
3879,"(221, 136)"
3880,"(221, 135)"
3881,"(221, 134)"
3882,"(221, 133)"
3883,"(221, 132)"
3884,"(221, 131)"
3885,"(221, 130)"
3886,"(221, 129)"
3887,"(221, 128)"
3888,"(222, 127)"
3889,"(223, 127)"
3890,"(224, 126)"
3891,"(224, 125)"
3892,"(224, 124)"
3893,"(224, 123)"
3894,"(224, 122)"
3895,"(224, 121)"
3896,"(224, 120)"
3897,"(224, 119)"
3898,"(224, 118)"
3899,"(224, 127)"
3900,"(224, 128)"
3901,"(224, 129)"
3902,"(224, 130)"
3903,"(224, 131)"
3904,"(224, 132)"
3905,"(224, 134)"
3906,"(224, 135)"
3907,"(225, 128)"
3908,"(226, 128)"
3909,"(227, 128)"
3910,"(229, 128)"
3911,"(230, 128)"
3912,"(231, 128)"
3913,"(233, 128)"
3914,"(234, 128)"
3915,"(237, 127)"
3916,"(237, 125)"
3917,"(237, 123)"
3918,"(237, 120)"
3919,"(237, 118)"
3920,"(237, 117)"
3921,"(237, 116)"
3922,"(237, 115)"
3923,"(237, 114)"
3924,"(237, 113)"
3925,"(238, 112)"
3926,"(240, 112)"
3927,"(241, 112)"
3928,"(243, 112)"
3929,"(244, 112)"
3930,"(245, 112)"
3931,"(246, 113)"
3932,"(246, 114)"
3933,"(246, 115)"
3934,"(246, 118)"
3935,"(246, 112)"
3936,"(246, 111)"
3937,"(246, 110)"
3938,"(246, 109)"
3939,"(246, 108)"
3940,"(248, 119)"
3941,"(250, 119)"
3942,"(251, 119)"
3943,"(253, 119)"
3944,"(254, 119)"
3945,"(255, 119)"
3946,"(257, 119)"
3947,"(258, 119)"
3948,"(259, 119)"
3949,"(260, 120)"
3950,"(260, 121)"
3951,"(260, 122)"
3952,"(260, 123)"
3953,"(260, 124)"
3954,"(260, 125)"
3955,"(260, 127)"
3956,"(260, 128)"
3957,"(260, 129)"
3958,"(260, 130)"
3959,"(260, 131)"
3960,"(260, 132)"
3961,"(260, 133)"
3962,"(260, 134)"
3963,"(259, 135)"
3964,"(258, 135)"
3965,"(257, 135)"
3966,"(255, 135)"
3967,"(254, 135)"
3968,"(253, 135)"
3969,"(252, 135)"
3970,"(251, 135)"
3971,"(250, 136)"
3972,"(250, 137)"
3973,"(250, 138)"
3974,"(250, 139)"
3975,"(250, 140)"
3976,"(250, 141)"
3977,"(250, 142)"
3978,"(250, 143)"
3979,"(250, 144)"
3980,"(250, 145)"
3981,"(250, 146)"
3982,"(250, 147)"
3983,"(250, 148)"
3984,"(250, 149)"
3985,"(250, 150)"
3986,"(250, 151)"
3987,"(250, 152)"
3988,"(250, 153)"
3989,"(250, 154)"
3990,"(250, 155)"
3991,"(250, 156)"
3992,"(250, 157)"
3993,"(250, 158)"
3994,"(250, 159)"
3995,"(250, 160)"
3996,"(250, 161)"
3997,"(250, 162)"
3998,"(250, 163)"
3999,"(251, 164)"
4000,"(252, 164)"
4001,"(253, 164)"
4002,"(254, 164)"
4003,"(255, 164)"
4004,"(256, 164)"
4005,"(257, 164)"
4006,"(258, 164)"
4007,"(259, 164)"
4008,"(260, 164)"
4009,"(261, 164)"
4010,"(262, 164)"
4011,"(263, 164)"
4012,"(264, 165)"
4013,"(264, 166)"
4014,"(264, 167)"
4015,"(264, 168)"
4016,"(264, 169)"
4017,"(265, 170)"
4018,"(266, 170)"
4019,"(267, 170)"
4020,"(268, 170)"
4021,"(269, 170)"
4022,"(270, 170)"
4023,"(271, 171)"
4024,"(271, 172)"
4025,"(271, 173)"
4026,"(271, 174)"
4027,"(271, 175)"
4028,"(272, 176)"
4029,"(273, 175)"
4030,"(273, 174)"
4031,"(273, 173)"
4032,"(273, 172)"
4033,"(273, 171)"
4034,"(273, 170)"
4035,"(273, 169)"
4036,"(273, 168)"
4037,"(273, 167)"
4038,"(273, 166)"
4039,"(273, 165)"
4040,"(273, 164)"
4041,"(273, 163)"
4042,"(273, 162)"
4043,"(272, 161)"
4044,"(273, 161)"
4045,"(274, 161)"
4046,"(275, 161)"
4047,"(276, 161)"
4048,"(277, 161)"
4049,"(278, 161)"
4050,"(279, 161)"
4051,"(280, 161)"
4052,"(281, 161)"
4053,"(282, 161)"
4054,"(276, 160)"
4055,"(276, 159)"
4056,"(276, 158)"
4057,"(276, 157)"
4058,"(276, 156)"
4059,"(276, 155)"
4060,"(276, 162)"
4061,"(276, 163)"
4062,"(276, 164)"
4063,"(276, 165)"
4064,"(275, 154)"
4065,"(274, 154)"
4066,"(273, 154)"
4067,"(272, 154)"
4068,"(271, 153)"
4069,"(271, 152)"
4070,"(271, 151)"
4071,"(271, 150)"
4072,"(271, 149)"
4073,"(271, 148)"
4074,"(271, 147)"
4075,"(271, 146)"
4076,"(271, 145)"
4077,"(271, 144)"
4078,"(271, 143)"
4079,"(271, 142)"
4080,"(271, 141)"
4081,"(271, 140)"
4082,"(272, 143)"
4083,"(273, 143)"
4084,"(274, 143)"
4085,"(275, 143)"
4086,"(276, 143)"
4087,"(277, 143)"
4088,"(278, 143)"
4089,"(279, 143)"
4090,"(280, 143)"
4091,"(281, 143)"
4092,"(282, 142)"
4093,"(282, 141)"
4094,"(282, 140)"
4095,"(282, 139)"
4096,"(282, 138)"
4097,"(282, 137)"
4098,"(283, 136)"
4099,"(284, 136)"
4100,"(285, 136)"
4101,"(286, 136)"
4102,"(287, 136)"
4103,"(288, 136)"
4104,"(289, 136)"
4105,"(290, 136)"
4106,"(291, 135)"
4107,"(291, 134)"
4108,"(291, 133)"
4109,"(291, 132)"
4110,"(291, 131)"
4111,"(291, 130)"
4112,"(291, 129)"
4113,"(292, 128)"
4114,"(293, 128)"
4115,"(294, 128)"
4116,"(295, 128)"
4117,"(296, 128)"
4118,"(297, 128)"
4119,"(298, 128)"
4120,"(295, 127)"
4121,"(295, 126)"
4122,"(295, 125)"
4123,"(295, 124)"
4124,"(295, 123)"
4125,"(295, 122)"
4126,"(295, 121)"
4127,"(295, 120)"
4128,"(295, 119)"
4129,"(295, 118)"
4130,"(295, 117)"
4131,"(295, 116)"
4132,"(295, 115)"
4133,"(295, 114)"
4134,"(294, 113)"
4135,"(293, 113)"
4136,"(292, 113)"
4137,"(291, 113)"
4138,"(290, 113)"
4139,"(289, 113)"
4140,"(288, 114)"
4141,"(288, 115)"
4142,"(288, 116)"
4143,"(288, 117)"
4144,"(288, 118)"
4145,"(288, 119)"
4146,"(288, 120)"
4147,"(288, 121)"
4148,"(288, 122)"
4149,"(288, 123)"
4150,"(289, 124)"
4151,"(290, 124)"
4152,"(291, 124)"
4153,"(292, 124)"
4154,"(293, 124)"
4155,"(294, 124)"
4156,"(296, 124)"
4157,"(297, 124)"
4158,"(298, 124)"
4159,"(299, 123)"
4160,"(299, 122)"
4161,"(299, 121)"
4162,"(299, 120)"
4163,"(299, 119)"
4164,"(299, 118)"
4165,"(299, 117)"
4166,"(299, 116)"
4167,"(299, 115)"
4168,"(299, 114)"
4169,"(299, 113)"
4170,"(299, 112)"
4171,"(299, 111)"
4172,"(299, 110)"
4173,"(299, 109)"
4174,"(298, 110)"
4175,"(297, 110)"
4176,"(296, 110)"
4177,"(295, 110)"
4178,"(294, 110)"
4179,"(293, 110)"
4180,"(292, 110)"
4181,"(291, 111)"
4182,"(291, 112)"
4183,"(291, 114)"
4184,"(291, 115)"
4185,"(291, 116)"
4186,"(291, 117)"
4187,"(291, 118)"
4188,"(291, 119)"
4189,"(290, 120)"
4190,"(289, 120)"
4191,"(287, 120)"
4192,"(286, 120)"
4193,"(285, 120)"
4194,"(284, 120)"
4195,"(283, 119)"
4196,"(283, 118)"
4197,"(283, 117)"
4198,"(283, 116)"
4199,"(282, 115)"
4200,"(281, 115)"
4201,"(280, 115)"
4202,"(279, 115)"
4203,"(278, 115)"
4204,"(277, 115)"
4205,"(276, 115)"
4206,"(275, 115)"
4207,"(274, 115)"
4208,"(273, 115)"
4209,"(272, 115)"
4210,"(271, 115)"
4211,"(270, 115)"
4212,"(269, 115)"
4213,"(268, 116)"
4214,"(268, 117)"
4215,"(268, 118)"
4216,"(268, 119)"
4217,"(268, 120)"
4218,"(268, 121)"
4219,"(268, 122)"
4220,"(268, 123)"
4221,"(268, 124)"
4222,"(268, 125)"
4223,"(269, 127)"
4224,"(270, 127)"
4225,"(271, 127)"
4226,"(267, 127)"
4227,"(266, 127)"
4228,"(265, 127)"
4229,"(264, 127)"
4230,"(261, 128)"
4231,"(259, 128)"
4232,"(258, 128)"
4233,"(257, 128)"
4234,"(255, 128)"
4235,"(254, 128)"
4236,"(253, 128)"
4237,"(252, 128)"
4238,"(251, 128)"
4239,"(249, 128)"
4240,"(248, 128)"
4241,"(246, 139)"
4242,"(246, 140)"
4243,"(246, 141)"
4244,"(246, 142)"
4245,"(245, 143)"
4246,"(244, 143)"
4247,"(243, 143)"
4248,"(242, 143)"
4249,"(241, 143)"
4250,"(240, 143)"
4251,"(239, 143)"
4252,"(238, 143)"
4253,"(237, 143)"
4254,"(236, 143)"
4255,"(235, 143)"
4256,"(234, 143)"
4257,"(233, 143)"
4258,"(241, 142)"
4259,"(241, 141)"
4260,"(241, 140)"
4261,"(241, 139)"
4262,"(241, 138)"
4263,"(241, 137)"
4264,"(247, 136)"
4265,"(248, 136)"
4266,"(249, 136)"
4267,"(251, 136)"
4268,"(252, 137)"
4269,"(252, 138)"
4270,"(252, 139)"
4271,"(252, 140)"
4272,"(252, 141)"
4273,"(252, 142)"
4274,"(252, 143)"
4275,"(252, 144)"
4276,"(252, 145)"
4277,"(252, 146)"
4278,"(252, 147)"
4279,"(252, 148)"
4280,"(252, 149)"
4281,"(252, 150)"
4282,"(252, 151)"
4283,"(253, 152)"
4284,"(254, 152)"
4285,"(255, 152)"
4286,"(256, 152)"
4287,"(257, 152)"
4288,"(258, 152)"
4289,"(259, 152)"
4290,"(260, 152)"
4291,"(261, 152)"
4292,"(262, 152)"
4293,"(263, 152)"
4294,"(264, 152)"
4295,"(265, 152)"
4296,"(266, 152)"
4297,"(267, 153)"
4298,"(267, 154)"
4299,"(267, 155)"
4300,"(267, 156)"
4301,"(267, 157)"
4302,"(267, 158)"
4303,"(267, 159)"
4304,"(267, 160)"
4305,"(267, 161)"
4306,"(267, 162)"
4307,"(267, 163)"
4308,"(267, 164)"
4309,"(267, 165)"
4310,"(267, 166)"
4311,"(267, 167)"
4312,"(268, 163)"
4313,"(269, 163)"
4314,"(270, 163)"
4315,"(271, 163)"
4316,"(272, 163)"
4317,"(274, 163)"
4318,"(275, 163)"
4319,"(277, 163)"
4320,"(278, 163)"
4321,"(279, 163)"
4322,"(280, 163)"
4323,"(281, 163)"
4324,"(282, 163)"
4325,"(283, 163)"
4326,"(275, 164)"
4327,"(275, 165)"
4328,"(275, 166)"
4329,"(275, 167)"
4330,"(274, 168)"
4331,"(272, 168)"
4332,"(271, 168)"
4333,"(270, 168)"
4334,"(269, 168)"
4335,"(268, 168)"
4336,"(267, 168)"
4337,"(266, 168)"
4338,"(265, 168)"
4339,"(263, 168)"
4340,"(262, 168)"
4341,"(261, 168)"
4342,"(262, 169)"
4343,"(263, 169)"
4344,"(265, 169)"
4345,"(266, 169)"
4346,"(267, 169)"
4347,"(268, 169)"
4348,"(269, 169)"
4349,"(270, 169)"
4350,"(271, 169)"
4351,"(272, 169)"
4352,"(274, 169)"
4353,"(275, 169)"
4354,"(276, 170)"
4355,"(276, 171)"
4356,"(276, 172)"
4357,"(276, 173)"
4358,"(276, 174)"
4359,"(276, 175)"
4360,"(276, 176)"
4361,"(276, 177)"
4362,"(276, 178)"
4363,"(276, 179)"
4364,"(276, 180)"
4365,"(276, 181)"
4366,"(276, 182)"
4367,"(276, 183)"
4368,"(276, 184)"
4369,"(276, 185)"
4370,"(276, 186)"
4371,"(276, 187)"
4372,"(276, 188)"
4373,"(276, 189)"
4374,"(276, 190)"
4375,"(276, 191)"
4376,"(276, 192)"
4377,"(277, 193)"
4378,"(278, 193)"
4379,"(279, 193)"
4380,"(280, 193)"
4381,"(281, 193)"
4382,"(282, 193)"
4383,"(283, 193)"
4384,"(284, 193)"
4385,"(285, 193)"
4386,"(286, 193)"
4387,"(287, 193)"
4388,"(288, 193)"
4389,"(289, 194)"
4390,"(289, 195)"
4391,"(289, 196)"
4392,"(289, 197)"
4393,"(289, 198)"
4394,"(289, 193)"
4395,"(289, 192)"
4396,"(288, 191)"
4397,"(287, 191)"
4398,"(286, 191)"
4399,"(285, 191)"
4400,"(284, 191)"
4401,"(283, 191)"
4402,"(282, 191)"
4403,"(281, 191)"
4404,"(280, 191)"
4405,"(279, 190)"
4406,"(279, 189)"
4407,"(279, 188)"
4408,"(279, 187)"
4409,"(279, 186)"
4410,"(279, 185)"
4411,"(279, 184)"
4412,"(279, 183)"
4413,"(279, 182)"
4414,"(279, 181)"
4415,"(279, 180)"
4416,"(280, 179)"
4417,"(281, 179)"
4418,"(282, 179)"
4419,"(283, 179)"
4420,"(284, 179)"
4421,"(285, 179)"
4422,"(286, 179)"
4423,"(287, 179)"
4424,"(288, 179)"
4425,"(289, 179)"
4426,"(290, 179)"
4427,"(291, 179)"
4428,"(292, 179)"
4429,"(293, 179)"
4430,"(294, 178)"
4431,"(294, 177)"
4432,"(294, 176)"
4433,"(294, 175)"
4434,"(294, 174)"
4435,"(294, 179)"
4436,"(294, 180)"
4437,"(294, 181)"
4438,"(294, 173)"
4439,"(294, 172)"
4440,"(294, 171)"
4441,"(294, 170)"
4442,"(293, 169)"
4443,"(292, 169)"
4444,"(291, 169)"
4445,"(290, 169)"
4446,"(289, 169)"
4447,"(288, 169)"
4448,"(287, 169)"
4449,"(286, 169)"
4450,"(285, 169)"
4451,"(284, 169)"
4452,"(283, 169)"
4453,"(282, 169)"
4454,"(281, 169)"
4455,"(280, 169)"
4456,"(279, 169)"
4457,"(278, 169)"
4458,"(277, 168)"
4459,"(278, 167)"
4460,"(279, 167)"
4461,"(280, 167)"
4462,"(281, 167)"
4463,"(282, 168)"
4464,"(282, 170)"
4465,"(282, 171)"
4466,"(282, 172)"
4467,"(282, 173)"
4468,"(282, 174)"
4469,"(282, 175)"
4470,"(282, 176)"
4471,"(282, 177)"
4472,"(282, 178)"
4473,"(284, 178)"
4474,"(284, 177)"
4475,"(284, 176)"
4476,"(284, 175)"
4477,"(284, 174)"
4478,"(284, 173)"
4479,"(284, 172)"
4480,"(284, 171)"
4481,"(284, 170)"
4482,"(284, 168)"
4483,"(284, 167)"
4484,"(284, 166)"
4485,"(284, 180)"
4486,"(283, 168)"
4487,"(281, 168)"
4488,"(280, 170)"
4489,"(280, 171)"
4490,"(281, 172)"
4491,"(283, 172)"
4492,"(285, 172)"
4493,"(286, 172)"
4494,"(287, 172)"
4495,"(288, 172)"
4496,"(289, 172)"
4497,"(290, 172)"
4498,"(291, 172)"
4499,"(292, 172)"
4500,"(293, 172)"
4501,"(295, 172)"
4502,"(296, 172)"
4503,"(297, 172)"
4504,"(298, 172)"
4505,"(299, 172)"
4506,"(300, 172)"
4507,"(301, 172)"
4508,"(302, 172)"
4509,"(303, 172)"
4510,"(293, 171)"
4511,"(293, 170)"
4512,"(293, 168)"
4513,"(293, 167)"
4514,"(293, 166)"
4515,"(293, 165)"
4516,"(293, 164)"
4517,"(293, 163)"
4518,"(293, 162)"
4519,"(293, 161)"
4520,"(293, 160)"
4521,"(293, 159)"
4522,"(292, 158)"
4523,"(291, 158)"
4524,"(290, 158)"
4525,"(289, 158)"
4526,"(288, 158)"
4527,"(287, 157)"
4528,"(286, 156)"
4529,"(285, 156)"
4530,"(284, 156)"
4531,"(283, 156)"
4532,"(282, 156)"
4533,"(281, 156)"
4534,"(280, 156)"
4535,"(279, 156)"
4536,"(278, 156)"
4537,"(277, 156)"
4538,"(276, 166)"
4539,"(276, 167)"
4540,"(276, 168)"
4541,"(276, 169)"
4542,"(283, 161)"
4543,"(284, 161)"
4544,"(285, 160)"
4545,"(285, 159)"
4546,"(285, 158)"
4547,"(285, 157)"
4548,"(285, 155)"
4549,"(285, 154)"
4550,"(285, 153)"
4551,"(285, 152)"
4552,"(285, 151)"
4553,"(285, 150)"
4554,"(285, 149)"
4555,"(285, 148)"
4556,"(285, 147)"
4557,"(285, 146)"
4558,"(285, 145)"
4559,"(284, 144)"
4560,"(283, 144)"
4561,"(282, 144)"
4562,"(281, 144)"
4563,"(280, 144)"
4564,"(279, 144)"
4565,"(278, 144)"
4566,"(277, 144)"
4567,"(276, 144)"
4568,"(275, 144)"
4569,"(274, 144)"
4570,"(273, 144)"
4571,"(272, 145)"
4572,"(272, 146)"
4573,"(272, 147)"
4574,"(272, 148)"
4575,"(272, 149)"
4576,"(272, 150)"
4577,"(272, 151)"
4578,"(272, 152)"
4579,"(272, 153)"
4580,"(272, 155)"
4581,"(272, 156)"
4582,"(272, 157)"
4583,"(272, 158)"
4584,"(272, 159)"
4585,"(273, 160)"
4586,"(274, 160)"
4587,"(275, 160)"
4588,"(277, 160)"
4589,"(278, 160)"
4590,"(279, 160)"
4591,"(280, 160)"
4592,"(281, 160)"
4593,"(282, 160)"
4594,"(283, 160)"
4595,"(284, 160)"
4596,"(286, 160)"
4597,"(287, 159)"
4598,"(287, 158)"
4599,"(287, 156)"
4600,"(287, 155)"
4601,"(287, 154)"
4602,"(287, 153)"
4603,"(287, 152)"
4604,"(287, 151)"
4605,"(287, 150)"
4606,"(287, 149)"
4607,"(287, 148)"
4608,"(287, 147)"
4609,"(287, 146)"
4610,"(287, 145)"
4611,"(288, 144)"
4612,"(289, 144)"
4613,"(290, 144)"
4614,"(287, 144)"
4615,"(286, 144)"
4616,"(285, 144)"
4617,"(291, 143)"
4618,"(291, 142)"
4619,"(291, 141)"
4620,"(291, 140)"
4621,"(291, 139)"
4622,"(291, 138)"
4623,"(290, 137)"
4624,"(289, 137)"
4625,"(288, 137)"
4626,"(287, 137)"
4627,"(286, 137)"
4628,"(285, 137)"
4629,"(284, 137)"
4630,"(283, 137)"
4631,"(281, 137)"
4632,"(280, 137)"
4633,"(279, 137)"
4634,"(278, 137)"
4635,"(277, 137)"
4636,"(276, 137)"
4637,"(275, 137)"
4638,"(274, 138)"
4639,"(274, 139)"
4640,"(274, 140)"
4641,"(274, 141)"
4642,"(274, 142)"
4643,"(274, 145)"
4644,"(274, 146)"
4645,"(274, 147)"
4646,"(273, 141)"
4647,"(272, 141)"
4648,"(270, 141)"
4649,"(269, 141)"
4650,"(268, 141)"
4651,"(267, 141)"
4652,"(266, 141)"
4653,"(265, 141)"
4654,"(264, 142)"
4655,"(264, 143)"
4656,"(264, 144)"
4657,"(264, 145)"
4658,"(264, 146)"
4659,"(264, 147)"
4660,"(264, 148)"
4661,"(264, 149)"
4662,"(265, 150)"
4663,"(266, 150)"
4664,"(267, 150)"
4665,"(268, 150)"
4666,"(269, 150)"
4667,"(270, 150)"
4668,"(264, 150)"
4669,"(263, 150)"
4670,"(262, 150)"
4671,"(261, 150)"
4672,"(260, 151)"
4673,"(260, 153)"
4674,"(260, 154)"
4675,"(260, 155)"
4676,"(260, 156)"
4677,"(260, 157)"
4678,"(260, 158)"
4679,"(260, 159)"
4680,"(260, 160)"
4681,"(260, 161)"
4682,"(260, 162)"
4683,"(260, 163)"
4684,"(260, 165)"
4685,"(261, 157)"
4686,"(262, 157)"
4687,"(263, 157)"
4688,"(264, 157)"
4689,"(265, 157)"
4690,"(266, 157)"
4691,"(268, 157)"
4692,"(269, 157)"
4693,"(270, 157)"
4694,"(271, 157)"
4695,"(273, 157)"
4696,"(274, 157)"
4697,"(275, 157)"
4698,"(277, 155)"
4699,"(277, 154)"
4700,"(277, 153)"
4701,"(275, 155)"
4702,"(274, 155)"
4703,"(273, 155)"
4704,"(271, 155)"
4705,"(270, 155)"
4706,"(269, 155)"
4707,"(268, 155)"
4708,"(266, 155)"
4709,"(265, 154)"
4710,"(265, 153)"
4711,"(265, 151)"
4712,"(265, 149)"
4713,"(265, 148)"
4714,"(265, 147)"
4715,"(265, 146)"
4716,"(265, 145)"
4717,"(266, 144)"
4718,"(266, 143)"
4719,"(266, 142)"
4720,"(266, 140)"
4721,"(266, 139)"
4722,"(266, 138)"
4723,"(266, 137)"
4724,"(265, 136)"
4725,"(264, 136)"
4726,"(262, 136)"
4727,"(261, 136)"
4728,"(260, 136)"
4729,"(259, 136)"
4730,"(258, 138)"
4731,"(258, 139)"
4732,"(258, 140)"
4733,"(258, 141)"
4734,"(258, 142)"
4735,"(258, 143)"
4736,"(258, 144)"
4737,"(258, 145)"
4738,"(258, 146)"
4739,"(258, 147)"
4740,"(258, 148)"
4741,"(258, 149)"
4742,"(257, 150)"
4743,"(256, 150)"
4744,"(255, 150)"
